user_id,item_id,view_mode,rating,timestamp,view_mode_encoded,implicit_score
48,120,view,2,2026-01-05 22:21:47.306638,2,1
503,141,view,2,2026-01-05 22:20:47.306638,2,1
407,112,view,3,2026-01-05 22:19:47.306638,2,1
574,163,view,1,2026-01-05 22:18:47.306638,2,1
728,116,view,5,2026-01-05 22:17:47.306638,2,1
805,108,purchase,2,2026-01-05 22:16:47.306638,1,3
99,140,view,2,2026-01-05 22:15:47.306638,2,1
684,100,view,2,2026-01-05 22:14:47.306638,2,1
872,101,view,1,2026-01-05 22:13:47.306638,2,1
726,159,view,4,2026-01-05 22:12:47.306638,2,1
547,147,add_to_cart,3,2026-01-05 22:11:47.306638,0,2
739,128,add_to_cart,1,2026-01-05 22:10:47.306638,0,2
613,196,add_to_cart,2,2026-01-05 22:09:47.306638,0,2
462,109,view,1,2026-01-05 22:08:47.306638,2,1
643,157,purchase,1,2026-01-05 22:07:47.306638,1,3
769,159,add_to_cart,1,2026-01-05 22:06:47.306638,0,2
5,120,add_to_cart,4,2026-01-05 22:05:47.306638,0,2
218,127,view,5,2026-01-05 22:04:47.306638,2,1
503,174,view,3,2026-01-05 22:03:47.306638,2,1
767,133,view,4,2026-01-05 22:02:47.306638,2,1
398,107,add_to_cart,4,2026-01-05 22:01:47.306638,0,2
871,158,view,5,2026-01-05 22:00:47.306638,2,1
795,185,view,4,2026-01-05 21:59:47.306638,2,1
393,171,purchase,1,2026-01-05 21:58:47.306638,1,3
207,148,purchase,1,2026-01-05 21:57:47.306638,1,3
15,178,purchase,2,2026-01-05 21:56:47.306638,1,3
858,116,view,4,2026-01-05 21:55:47.306638,2,1
554,159,add_to_cart,2,2026-01-05 21:54:47.306638,0,2
892,186,view,3,2026-01-05 21:53:47.306638,2,1
461,187,view,1,2026-01-05 21:52:47.306638,2,1
691,144,view,3,2026-01-05 21:51:47.306638,2,1
575,182,view,5,2026-01-05 21:50:47.306638,2,1
864,168,view,1,2026-01-05 21:49:47.306638,2,1
743,131,add_to_cart,3,2026-01-05 21:48:47.306638,0,2
241,143,view,5,2026-01-05 21:47:47.306638,2,1
564,164,add_to_cart,3,2026-01-05 21:46:47.306638,0,2
96,186,view,5,2026-01-05 21:45:47.306638,2,1
900,200,view,5,2026-01-05 21:44:47.306638,2,1
734,107,view,1,2026-01-05 21:43:47.306638,2,1
485,176,view,2,2026-01-05 21:42:47.306638,2,1
407,171,view,5,2026-01-05 21:41:47.306638,2,1
231,186,view,5,2026-01-05 21:40:47.306638,2,1
749,142,view,1,2026-01-05 21:39:47.306638,2,1
655,100,view,2,2026-01-05 21:38:47.306638,2,1
171,150,view,4,2026-01-05 21:37:47.306638,2,1
541,123,purchase,4,2026-01-05 21:36:47.306638,1,3
36,198,view,2,2026-01-05 21:35:47.306638,2,1
525,123,add_to_cart,3,2026-01-05 21:34:47.306638,0,2
160,116,add_to_cart,1,2026-01-05 21:33:47.306638,0,2
839,104,purchase,2,2026-01-05 21:32:47.306638,1,3
699,119,add_to_cart,4,2026-01-05 21:31:47.306638,0,2
243,120,view,5,2026-01-05 21:30:47.306638,2,1
86,157,add_to_cart,4,2026-01-05 21:29:47.306638,0,2
796,130,purchase,5,2026-01-05 21:28:47.306638,1,3
578,199,view,1,2026-01-05 21:27:47.306638,2,1
682,110,view,5,2026-01-05 21:26:47.306638,2,1
557,151,view,2,2026-01-05 21:25:47.306638,2,1
574,114,add_to_cart,5,2026-01-05 21:24:47.306638,0,2
646,182,add_to_cart,3,2026-01-05 21:23:47.306638,0,2
796,106,view,2,2026-01-05 21:22:47.306638,2,1
28,127,view,1,2026-01-05 21:21:47.306638,2,1
620,150,view,2,2026-01-05 21:20:47.306638,2,1
556,157,view,3,2026-01-05 21:19:47.306638,2,1
340,104,purchase,1,2026-01-05 21:18:47.306638,1,3
798,104,view,4,2026-01-05 21:17:47.306638,2,1
331,193,view,3,2026-01-05 21:16:47.306638,2,1
640,195,view,1,2026-01-05 21:15:47.306638,2,1
506,107,add_to_cart,5,2026-01-05 21:14:47.306638,0,2
348,163,view,2,2026-01-05 21:13:47.306638,2,1
473,109,add_to_cart,1,2026-01-05 21:12:47.306638,0,2
231,137,view,2,2026-01-05 21:11:47.306638,2,1
190,195,view,5,2026-01-05 21:10:47.306638,2,1
225,191,view,1,2026-01-05 21:09:47.306638,2,1
385,180,view,4,2026-01-05 21:08:47.306638,2,1
377,194,view,3,2026-01-05 21:07:47.306638,2,1
283,107,purchase,1,2026-01-05 21:06:47.306638,1,3
633,124,add_to_cart,5,2026-01-05 21:05:47.306638,0,2
628,172,purchase,1,2026-01-05 21:04:47.306638,1,3
745,165,view,2,2026-01-05 21:03:47.306638,2,1
259,178,purchase,1,2026-01-05 21:02:47.306638,1,3
359,149,view,4,2026-01-05 21:01:47.306638,2,1
710,166,view,1,2026-01-05 21:00:47.306638,2,1
456,148,view,3,2026-01-05 20:59:47.306638,2,1
411,135,view,1,2026-01-05 20:58:47.306638,2,1
649,167,add_to_cart,2,2026-01-05 20:57:47.306638,0,2
318,177,view,1,2026-01-05 20:56:47.306638,2,1
677,140,view,4,2026-01-05 20:55:47.306638,2,1
225,188,add_to_cart,5,2026-01-05 20:54:47.306638,0,2
819,161,view,1,2026-01-05 20:53:47.306638,2,1
234,109,view,1,2026-01-05 20:52:47.306638,2,1
684,120,view,3,2026-01-05 20:51:47.306638,2,1
664,135,add_to_cart,4,2026-01-05 20:50:47.306638,0,2
827,111,add_to_cart,5,2026-01-05 20:49:47.306638,0,2
374,190,view,2,2026-01-05 20:48:47.306638,2,1
672,101,view,1,2026-01-05 20:47:47.306638,2,1
608,112,view,5,2026-01-05 20:46:47.306638,2,1
472,152,add_to_cart,2,2026-01-05 20:45:47.306638,0,2
233,131,view,4,2026-01-05 20:44:47.306638,2,1
692,194,view,4,2026-01-05 20:43:47.306638,2,1
113,115,view,5,2026-01-05 20:42:47.306638,2,1
830,131,view,2,2026-01-05 20:41:47.306638,2,1
497,131,view,4,2026-01-05 20:40:47.306638,2,1
442,197,add_to_cart,5,2026-01-05 20:39:47.306638,0,2
564,110,view,4,2026-01-05 20:38:47.306638,2,1
268,109,view,4,2026-01-05 20:37:47.306638,2,1
510,114,add_to_cart,4,2026-01-05 20:36:47.306638,0,2
807,116,add_to_cart,3,2026-01-05 20:35:47.306638,0,2
386,139,view,2,2026-01-05 20:34:47.306638,2,1
387,117,view,5,2026-01-05 20:33:47.306638,2,1
113,154,view,5,2026-01-05 20:32:47.306638,2,1
613,172,purchase,2,2026-01-05 20:31:47.306638,1,3
625,124,view,2,2026-01-05 20:30:47.306638,2,1
81,158,purchase,2,2026-01-05 20:29:47.306638,1,3
699,177,add_to_cart,2,2026-01-05 20:28:47.306638,0,2
113,188,view,1,2026-01-05 20:27:47.306638,2,1
2,121,view,5,2026-01-05 20:26:47.306638,2,1
642,129,view,1,2026-01-05 20:25:47.306638,2,1
220,183,view,4,2026-01-05 20:24:47.306638,2,1
566,184,view,4,2026-01-05 20:23:47.306638,2,1
855,143,add_to_cart,5,2026-01-05 20:22:47.306638,0,2
736,131,purchase,4,2026-01-05 20:21:47.306638,1,3
225,150,view,2,2026-01-05 20:20:47.306638,2,1
385,145,add_to_cart,1,2026-01-05 20:19:47.306638,0,2
403,120,view,2,2026-01-05 20:18:47.306638,2,1
638,198,view,4,2026-01-05 20:17:47.306638,2,1
130,131,view,1,2026-01-05 20:16:47.306638,2,1
53,193,add_to_cart,2,2026-01-05 20:15:47.306638,0,2
684,138,purchase,5,2026-01-05 20:14:47.306638,1,3
730,111,add_to_cart,2,2026-01-05 20:13:47.306638,0,2
672,146,view,4,2026-01-05 20:12:47.306638,2,1
710,117,view,1,2026-01-05 20:11:47.306638,2,1
416,120,view,5,2026-01-05 20:10:47.306638,2,1
247,112,view,1,2026-01-05 20:09:47.306638,2,1
836,120,add_to_cart,5,2026-01-05 20:08:47.306638,0,2
439,107,add_to_cart,1,2026-01-05 20:07:47.306638,0,2
203,145,add_to_cart,4,2026-01-05 20:06:47.306638,0,2
184,106,view,5,2026-01-05 20:05:47.306638,2,1
123,122,view,3,2026-01-05 20:04:47.306638,2,1
401,195,view,1,2026-01-05 20:03:47.306638,2,1
767,174,view,1,2026-01-05 20:02:47.306638,2,1
294,185,view,2,2026-01-05 20:01:47.306638,2,1
280,121,add_to_cart,5,2026-01-05 20:00:47.306638,0,2
837,188,add_to_cart,3,2026-01-05 19:59:47.306638,0,2
884,121,view,4,2026-01-05 19:58:47.306638,2,1
610,191,view,2,2026-01-05 19:57:47.306638,2,1
198,128,view,3,2026-01-05 19:56:47.306638,2,1
907,112,view,5,2026-01-05 19:55:47.306638,2,1
511,181,add_to_cart,3,2026-01-05 19:54:47.306638,0,2
752,101,view,1,2026-01-05 19:53:47.306638,2,1
144,128,view,1,2026-01-05 19:52:47.306638,2,1
609,184,view,2,2026-01-05 19:51:47.306638,2,1
201,178,purchase,5,2026-01-05 19:50:47.306638,1,3
124,151,view,5,2026-01-05 19:49:47.306638,2,1
187,126,view,3,2026-01-05 19:48:47.306638,2,1
326,149,view,2,2026-01-05 19:47:47.306638,2,1
464,194,add_to_cart,5,2026-01-05 19:46:47.306638,0,2
349,178,purchase,1,2026-01-05 19:45:47.306638,1,3
771,122,view,3,2026-01-05 19:44:47.306638,2,1
660,187,purchase,4,2026-01-05 19:43:47.306638,1,3
764,143,purchase,1,2026-01-05 19:42:47.306638,1,3
403,176,purchase,2,2026-01-05 19:41:47.306638,1,3
346,121,add_to_cart,5,2026-01-05 19:40:47.306638,0,2
511,142,add_to_cart,1,2026-01-05 19:39:47.306638,0,2
147,136,view,4,2026-01-05 19:38:47.306638,2,1
148,160,add_to_cart,4,2026-01-05 19:37:47.306638,0,2
864,196,view,2,2026-01-05 19:36:47.306638,2,1
711,155,add_to_cart,1,2026-01-05 19:35:47.306638,0,2
820,102,view,3,2026-01-05 19:34:47.306638,2,1
489,162,add_to_cart,1,2026-01-05 19:33:47.306638,0,2
640,118,add_to_cart,4,2026-01-05 19:32:47.306638,0,2
551,122,view,2,2026-01-05 19:31:47.306638,2,1
338,128,add_to_cart,2,2026-01-05 19:30:47.306638,0,2
872,129,view,3,2026-01-05 19:29:47.306638,2,1
641,138,add_to_cart,2,2026-01-05 19:28:47.306638,0,2
779,124,view,2,2026-01-05 19:27:47.306638,2,1
473,200,view,2,2026-01-05 19:26:47.306638,2,1
151,107,purchase,2,2026-01-05 19:25:47.306638,1,3
415,157,view,2,2026-01-05 19:24:47.306638,2,1
298,115,add_to_cart,4,2026-01-05 19:23:47.306638,0,2
611,171,view,1,2026-01-05 19:22:47.306638,2,1
263,100,view,5,2026-01-05 19:21:47.306638,2,1
764,104,view,2,2026-01-05 19:20:47.306638,2,1
144,102,view,5,2026-01-05 19:19:47.306638,2,1
346,164,view,5,2026-01-05 19:18:47.306638,2,1
624,103,view,4,2026-01-05 19:17:47.306638,2,1
572,198,view,2,2026-01-05 19:16:47.306638,2,1
881,195,view,5,2026-01-05 19:15:47.306638,2,1
2,163,purchase,2,2026-01-05 19:14:47.306638,1,3
897,197,purchase,3,2026-01-05 19:13:47.306638,1,3
304,188,view,3,2026-01-05 19:12:47.306638,2,1
254,109,add_to_cart,3,2026-01-05 19:11:47.306638,0,2
652,120,view,5,2026-01-05 19:10:47.306638,2,1
453,145,add_to_cart,3,2026-01-05 19:09:47.306638,0,2
37,190,add_to_cart,4,2026-01-05 19:08:47.306638,0,2
160,126,purchase,4,2026-01-05 19:07:47.306638,1,3
9,165,view,5,2026-01-05 19:06:47.306638,2,1
233,140,add_to_cart,2,2026-01-05 19:05:47.306638,0,2
99,112,view,1,2026-01-05 19:04:47.306638,2,1
659,108,purchase,2,2026-01-05 19:03:47.306638,1,3
816,135,view,2,2026-01-05 19:02:47.306638,2,1
208,185,add_to_cart,2,2026-01-05 19:01:47.306638,0,2
131,189,add_to_cart,2,2026-01-05 19:00:47.306638,0,2
404,157,add_to_cart,1,2026-01-05 18:59:47.306638,0,2
152,153,view,3,2026-01-05 18:58:47.306638,2,1
54,111,purchase,2,2026-01-05 18:57:47.306638,1,3
120,180,view,4,2026-01-05 18:56:47.306638,2,1
673,177,add_to_cart,5,2026-01-05 18:55:47.306638,0,2
920,113,view,5,2026-01-05 18:54:47.306638,2,1
628,133,view,4,2026-01-05 18:53:47.306638,2,1
587,152,view,2,2026-01-05 18:52:47.306638,2,1
625,119,view,1,2026-01-05 18:51:47.306638,2,1
420,174,view,3,2026-01-05 18:50:47.306638,2,1
422,115,view,5,2026-01-05 18:49:47.306638,2,1
104,194,view,3,2026-01-05 18:48:47.306638,2,1
852,169,add_to_cart,1,2026-01-05 18:47:47.306638,0,2
254,155,purchase,5,2026-01-05 18:46:47.306638,1,3
227,182,view,3,2026-01-05 18:45:47.306638,2,1
112,200,view,1,2026-01-05 18:44:47.306638,2,1
510,157,view,3,2026-01-05 18:43:47.306638,2,1
473,103,view,2,2026-01-05 18:42:47.306638,2,1
99,103,add_to_cart,1,2026-01-05 18:41:47.306638,0,2
153,119,add_to_cart,3,2026-01-05 18:40:47.306638,0,2
861,109,view,2,2026-01-05 18:39:47.306638,2,1
914,123,view,2,2026-01-05 18:38:47.306638,2,1
896,198,view,1,2026-01-05 18:37:47.306638,2,1
878,125,add_to_cart,4,2026-01-05 18:36:47.306638,0,2
338,136,purchase,5,2026-01-05 18:35:47.306638,1,3
706,184,view,1,2026-01-05 18:34:47.306638,2,1
822,153,view,2,2026-01-05 18:33:47.306638,2,1
163,120,purchase,2,2026-01-05 18:32:47.306638,1,3
720,173,purchase,1,2026-01-05 18:31:47.306638,1,3
681,137,view,4,2026-01-05 18:30:47.306638,2,1
161,145,view,5,2026-01-05 18:29:47.306638,2,1
580,103,view,3,2026-01-05 18:28:47.306638,2,1
801,159,view,1,2026-01-05 18:27:47.306638,2,1
398,156,view,5,2026-01-05 18:26:47.306638,2,1
277,144,view,5,2026-01-05 18:25:47.306638,2,1
816,119,view,2,2026-01-05 18:24:47.306638,2,1
916,116,view,3,2026-01-05 18:23:47.306638,2,1
504,170,add_to_cart,1,2026-01-05 18:22:47.306638,0,2
896,103,view,2,2026-01-05 18:21:47.306638,2,1
392,192,view,2,2026-01-05 18:20:47.306638,2,1
135,113,view,4,2026-01-05 18:19:47.306638,2,1
195,102,view,5,2026-01-05 18:18:47.306638,2,1
401,187,purchase,1,2026-01-05 18:17:47.306638,1,3
640,200,view,1,2026-01-05 18:16:47.306638,2,1
33,179,view,1,2026-01-05 18:15:47.306638,2,1
688,157,add_to_cart,2,2026-01-05 18:14:47.306638,0,2
460,154,view,4,2026-01-05 18:13:47.306638,2,1
883,103,purchase,3,2026-01-05 18:12:47.306638,1,3
470,123,view,2,2026-01-05 18:11:47.306638,2,1
375,133,view,3,2026-01-05 18:10:47.306638,2,1
22,129,view,4,2026-01-05 18:09:47.306638,2,1
750,181,view,5,2026-01-05 18:08:47.306638,2,1
670,118,add_to_cart,1,2026-01-05 18:07:47.306638,0,2
38,130,add_to_cart,3,2026-01-05 18:06:47.306638,0,2
230,159,view,2,2026-01-05 18:05:47.306638,2,1
365,159,view,3,2026-01-05 18:04:47.306638,2,1
563,118,add_to_cart,5,2026-01-05 18:03:47.306638,0,2
438,148,purchase,1,2026-01-05 18:02:47.306638,1,3
776,162,view,3,2026-01-05 18:01:47.306638,2,1
283,182,view,5,2026-01-05 18:00:47.306638,2,1
27,121,view,2,2026-01-05 17:59:47.306638,2,1
226,123,purchase,4,2026-01-05 17:58:47.306638,1,3
277,175,view,2,2026-01-05 17:57:47.306638,2,1
798,129,view,1,2026-01-05 17:56:47.306638,2,1
609,157,add_to_cart,2,2026-01-05 17:55:47.306638,0,2
284,130,view,2,2026-01-05 17:54:47.306638,2,1
879,199,view,2,2026-01-05 17:53:47.306638,2,1
481,163,view,2,2026-01-05 17:52:47.306638,2,1
453,118,view,1,2026-01-05 17:51:47.306638,2,1
829,147,view,5,2026-01-05 17:50:47.306638,2,1
816,144,view,3,2026-01-05 17:49:47.306638,2,1
659,199,view,4,2026-01-05 17:48:47.306638,2,1
516,193,view,3,2026-01-05 17:47:47.306638,2,1
547,154,add_to_cart,3,2026-01-05 17:46:47.306638,0,2
192,154,add_to_cart,4,2026-01-05 17:45:47.306638,0,2
49,196,view,1,2026-01-05 17:44:47.306638,2,1
512,117,view,4,2026-01-05 17:43:47.306638,2,1
17,162,view,1,2026-01-05 17:42:47.306638,2,1
172,191,view,3,2026-01-05 17:41:47.306638,2,1
220,146,view,1,2026-01-05 17:40:47.306638,2,1
158,174,add_to_cart,5,2026-01-05 17:39:47.306638,0,2
477,156,view,4,2026-01-05 17:38:47.306638,2,1
46,144,view,5,2026-01-05 17:37:47.306638,2,1
373,132,view,3,2026-01-05 17:36:47.306638,2,1
518,116,add_to_cart,4,2026-01-05 17:35:47.306638,0,2
99,169,view,3,2026-01-05 17:34:47.306638,2,1
892,103,add_to_cart,5,2026-01-05 17:33:47.306638,0,2
745,119,view,3,2026-01-05 17:32:47.306638,2,1
37,146,purchase,4,2026-01-05 17:31:47.306638,1,3
280,190,purchase,4,2026-01-05 17:30:47.306638,1,3
349,114,view,3,2026-01-05 17:29:47.306638,2,1
497,169,view,4,2026-01-05 17:28:47.306638,2,1
302,146,view,4,2026-01-05 17:27:47.306638,2,1
181,177,view,3,2026-01-05 17:26:47.306638,2,1
607,174,add_to_cart,5,2026-01-05 17:25:47.306638,0,2
99,108,add_to_cart,4,2026-01-05 17:24:47.306638,0,2
700,189,add_to_cart,4,2026-01-05 17:23:47.306638,0,2
116,115,add_to_cart,4,2026-01-05 17:22:47.306638,0,2
191,168,view,4,2026-01-05 17:21:47.306638,2,1
253,160,view,3,2026-01-05 17:20:47.306638,2,1
161,109,add_to_cart,5,2026-01-05 17:19:47.306638,0,2
256,149,view,5,2026-01-05 17:18:47.306638,2,1
323,102,add_to_cart,1,2026-01-05 17:17:47.306638,0,2
128,176,view,4,2026-01-05 17:16:47.306638,2,1
18,193,view,4,2026-01-05 17:15:47.306638,2,1
793,169,purchase,1,2026-01-05 17:14:47.306638,1,3
735,180,view,5,2026-01-05 17:13:47.306638,2,1
566,150,purchase,2,2026-01-05 17:12:47.306638,1,3
570,118,purchase,2,2026-01-05 17:11:47.306638,1,3
323,141,add_to_cart,5,2026-01-05 17:10:47.306638,0,2
872,134,add_to_cart,4,2026-01-05 17:09:47.306638,0,2
686,145,view,2,2026-01-05 17:08:47.306638,2,1
792,125,purchase,3,2026-01-05 17:07:47.306638,1,3
626,168,view,3,2026-01-05 17:06:47.306638,2,1
288,192,view,1,2026-01-05 17:05:47.306638,2,1
854,163,add_to_cart,5,2026-01-05 17:04:47.306638,0,2
663,136,view,5,2026-01-05 17:03:47.306638,2,1
639,183,view,2,2026-01-05 17:02:47.306638,2,1
155,148,view,4,2026-01-05 17:01:47.306638,2,1
490,120,view,5,2026-01-05 17:00:47.306638,2,1
