user_id,item_id,view_mode,rating,timestamp
863,161,view,1,2026-01-05 23:14:47.306638
816,198,add_to_cart,2,2026-01-05 23:13:47.306638
271,106,view,4,2026-01-05 23:12:47.306638
456,126,view,2,2026-01-05 23:11:47.306638
462,191,view,3,2026-01-05 23:10:47.306638
727,185,add_to_cart,2,2026-01-05 23:09:47.306638
252,113,view,2,2026-01-05 23:08:47.306638
702,170,add_to_cart,5,2026-01-05 23:07:47.306638
296,200,view,3,2026-01-05 23:06:47.306638
725,185,add_to_cart,1,2026-01-05 23:05:47.306638
720,104,view,2,2026-01-05 23:04:47.306638
749,154,add_to_cart,1,2026-01-05 23:03:47.306638
338,101,view,3,2026-01-05 23:02:47.306638
879,161,purchase,2,2026-01-05 23:01:47.306638
53,190,view,5,2026-01-05 23:00:47.306638
792,120,view,4,2026-01-05 22:59:47.306638
922,178,view,5,2026-01-05 22:58:47.306638
217,120,add_to_cart,5,2026-01-05 22:57:47.306638
764,109,view,4,2026-01-05 22:56:47.306638
188,186,add_to_cart,4,2026-01-05 22:55:47.306638
380,157,view,4,2026-01-05 22:54:47.306638
493,138,view,2,2026-01-05 22:53:47.306638
41,104,view,1,2026-01-05 22:52:47.306638
157,164,purchase,1,2026-01-05 22:51:47.306638
15,112,add_to_cart,4,2026-01-05 22:50:47.306638
813,184,purchase,5,2026-01-05 22:49:47.306638
65,189,view,3,2026-01-05 22:48:47.306638
857,184,add_to_cart,4,2026-01-05 22:47:47.306638
839,152,add_to_cart,5,2026-01-05 22:46:47.306638
521,181,view,5,2026-01-05 22:45:47.306638
344,200,add_to_cart,2,2026-01-05 22:44:47.306638
129,144,purchase,2,2026-01-05 22:43:47.306638
648,131,purchase,1,2026-01-05 22:42:47.306638
472,135,add_to_cart,1,2026-01-05 22:41:47.306638
63,180,view,3,2026-01-05 22:40:47.306638
139,198,view,3,2026-01-05 22:39:47.306638
499,159,purchase,3,2026-01-05 22:38:47.306638
593,110,view,3,2026-01-05 22:37:47.306638
392,162,add_to_cart,5,2026-01-05 22:36:47.306638
675,120,add_to_cart,5,2026-01-05 22:35:47.306638
419,151,add_to_cart,1,2026-01-05 22:34:47.306638
289,154,purchase,2,2026-01-05 22:33:47.306638
379,125,view,2,2026-01-05 22:32:47.306638
773,167,view,4,2026-01-05 22:31:47.306638
490,133,view,5,2026-01-05 22:30:47.306638
231,151,view,3,2026-01-05 22:29:47.306638
41,181,view,3,2026-01-05 22:28:47.306638
28,198,view,4,2026-01-05 22:27:47.306638
135,192,add_to_cart,2,2026-01-05 22:26:47.306638
201,151,purchase,3,2026-01-05 22:25:47.306638
840,128,view,2,2026-01-05 22:24:47.306638
780,137,view,4,2026-01-05 22:23:47.306638
33,141,purchase,2,2026-01-05 22:22:47.306638
48,120,view,2,2026-01-05 22:21:47.306638
503,141,view,2,2026-01-05 22:20:47.306638
407,112,view,3,2026-01-05 22:19:47.306638
574,163,view,1,2026-01-05 22:18:47.306638
728,116,view,5,2026-01-05 22:17:47.306638
805,108,purchase,2,2026-01-05 22:16:47.306638
99,140,view,2,2026-01-05 22:15:47.306638
684,100,view,2,2026-01-05 22:14:47.306638
872,101,view,1,2026-01-05 22:13:47.306638
726,159,view,4,2026-01-05 22:12:47.306638
547,147,add_to_cart,3,2026-01-05 22:11:47.306638
739,128,add_to_cart,1,2026-01-05 22:10:47.306638
613,196,add_to_cart,2,2026-01-05 22:09:47.306638
462,109,view,1,2026-01-05 22:08:47.306638
643,157,purchase,1,2026-01-05 22:07:47.306638
769,159,add_to_cart,1,2026-01-05 22:06:47.306638
5,120,add_to_cart,4,2026-01-05 22:05:47.306638
218,127,view,5,2026-01-05 22:04:47.306638
503,174,view,3,2026-01-05 22:03:47.306638
767,133,view,4,2026-01-05 22:02:47.306638
398,107,add_to_cart,4,2026-01-05 22:01:47.306638
871,158,view,5,2026-01-05 22:00:47.306638
795,185,view,4,2026-01-05 21:59:47.306638
393,171,purchase,1,2026-01-05 21:58:47.306638
207,148,purchase,1,2026-01-05 21:57:47.306638
15,178,purchase,2,2026-01-05 21:56:47.306638
858,116,view,4,2026-01-05 21:55:47.306638
554,159,add_to_cart,2,2026-01-05 21:54:47.306638
892,186,view,3,2026-01-05 21:53:47.306638
461,187,view,1,2026-01-05 21:52:47.306638
691,144,view,3,2026-01-05 21:51:47.306638
575,182,view,5,2026-01-05 21:50:47.306638
864,168,view,1,2026-01-05 21:49:47.306638
743,131,add_to_cart,3,2026-01-05 21:48:47.306638
241,143,view,5,2026-01-05 21:47:47.306638
564,164,add_to_cart,3,2026-01-05 21:46:47.306638
96,186,view,5,2026-01-05 21:45:47.306638
900,200,view,5,2026-01-05 21:44:47.306638
734,107,view,1,2026-01-05 21:43:47.306638
485,176,view,2,2026-01-05 21:42:47.306638
407,171,view,5,2026-01-05 21:41:47.306638
231,186,view,5,2026-01-05 21:40:47.306638
749,142,view,1,2026-01-05 21:39:47.306638
655,100,view,2,2026-01-05 21:38:47.306638
171,150,view,4,2026-01-05 21:37:47.306638
541,123,purchase,4,2026-01-05 21:36:47.306638
36,198,view,2,2026-01-05 21:35:47.306638
525,123,add_to_cart,3,2026-01-05 21:34:47.306638
160,116,add_to_cart,1,2026-01-05 21:33:47.306638
839,104,purchase,2,2026-01-05 21:32:47.306638
699,119,add_to_cart,4,2026-01-05 21:31:47.306638
243,120,view,5,2026-01-05 21:30:47.306638
86,157,add_to_cart,4,2026-01-05 21:29:47.306638
796,130,purchase,5,2026-01-05 21:28:47.306638
578,199,view,1,2026-01-05 21:27:47.306638
682,110,view,5,2026-01-05 21:26:47.306638
557,151,view,2,2026-01-05 21:25:47.306638
574,114,add_to_cart,5,2026-01-05 21:24:47.306638
646,182,add_to_cart,3,2026-01-05 21:23:47.306638
796,106,view,2,2026-01-05 21:22:47.306638
28,127,view,1,2026-01-05 21:21:47.306638
620,150,view,2,2026-01-05 21:20:47.306638
556,157,view,3,2026-01-05 21:19:47.306638
340,104,purchase,1,2026-01-05 21:18:47.306638
798,104,view,4,2026-01-05 21:17:47.306638
331,193,view,3,2026-01-05 21:16:47.306638
640,195,view,1,2026-01-05 21:15:47.306638
506,107,add_to_cart,5,2026-01-05 21:14:47.306638
348,163,view,2,2026-01-05 21:13:47.306638
473,109,add_to_cart,1,2026-01-05 21:12:47.306638
231,137,view,2,2026-01-05 21:11:47.306638
190,195,view,5,2026-01-05 21:10:47.306638
225,191,view,1,2026-01-05 21:09:47.306638
385,180,view,4,2026-01-05 21:08:47.306638
377,194,view,3,2026-01-05 21:07:47.306638
283,107,purchase,1,2026-01-05 21:06:47.306638
633,124,add_to_cart,5,2026-01-05 21:05:47.306638
628,172,purchase,1,2026-01-05 21:04:47.306638
745,165,view,2,2026-01-05 21:03:47.306638
259,178,purchase,1,2026-01-05 21:02:47.306638
359,149,view,4,2026-01-05 21:01:47.306638
710,166,view,1,2026-01-05 21:00:47.306638
456,148,view,3,2026-01-05 20:59:47.306638
411,135,view,1,2026-01-05 20:58:47.306638
649,167,add_to_cart,2,2026-01-05 20:57:47.306638
318,177,view,1,2026-01-05 20:56:47.306638
677,140,view,4,2026-01-05 20:55:47.306638
225,188,add_to_cart,5,2026-01-05 20:54:47.306638
819,161,view,1,2026-01-05 20:53:47.306638
234,109,view,1,2026-01-05 20:52:47.306638
684,120,view,3,2026-01-05 20:51:47.306638
664,135,add_to_cart,4,2026-01-05 20:50:47.306638
827,111,add_to_cart,5,2026-01-05 20:49:47.306638
374,190,view,2,2026-01-05 20:48:47.306638
672,101,view,1,2026-01-05 20:47:47.306638
608,112,view,5,2026-01-05 20:46:47.306638
472,152,add_to_cart,2,2026-01-05 20:45:47.306638
233,131,view,4,2026-01-05 20:44:47.306638
692,194,view,4,2026-01-05 20:43:47.306638
113,115,view,5,2026-01-05 20:42:47.306638
830,131,view,2,2026-01-05 20:41:47.306638
497,131,view,4,2026-01-05 20:40:47.306638
442,197,add_to_cart,5,2026-01-05 20:39:47.306638
564,110,view,4,2026-01-05 20:38:47.306638
268,109,view,4,2026-01-05 20:37:47.306638
510,114,add_to_cart,4,2026-01-05 20:36:47.306638
807,116,add_to_cart,3,2026-01-05 20:35:47.306638
386,139,view,2,2026-01-05 20:34:47.306638
387,117,view,5,2026-01-05 20:33:47.306638
113,154,view,5,2026-01-05 20:32:47.306638
613,172,purchase,2,2026-01-05 20:31:47.306638
625,124,view,2,2026-01-05 20:30:47.306638
81,158,purchase,2,2026-01-05 20:29:47.306638
699,177,add_to_cart,2,2026-01-05 20:28:47.306638
113,188,view,1,2026-01-05 20:27:47.306638
2,121,view,5,2026-01-05 20:26:47.306638
642,129,view,1,2026-01-05 20:25:47.306638
220,183,view,4,2026-01-05 20:24:47.306638
566,184,view,4,2026-01-05 20:23:47.306638
855,143,add_to_cart,5,2026-01-05 20:22:47.306638
736,131,purchase,4,2026-01-05 20:21:47.306638
225,150,view,2,2026-01-05 20:20:47.306638
385,145,add_to_cart,1,2026-01-05 20:19:47.306638
403,120,view,2,2026-01-05 20:18:47.306638
638,198,view,4,2026-01-05 20:17:47.306638
130,131,view,1,2026-01-05 20:16:47.306638
53,193,add_to_cart,2,2026-01-05 20:15:47.306638
684,138,purchase,5,2026-01-05 20:14:47.306638
730,111,add_to_cart,2,2026-01-05 20:13:47.306638
672,146,view,4,2026-01-05 20:12:47.306638
710,117,view,1,2026-01-05 20:11:47.306638
416,120,view,5,2026-01-05 20:10:47.306638
247,112,view,1,2026-01-05 20:09:47.306638
836,120,add_to_cart,5,2026-01-05 20:08:47.306638
439,107,add_to_cart,1,2026-01-05 20:07:47.306638
203,145,add_to_cart,4,2026-01-05 20:06:47.306638
184,106,view,5,2026-01-05 20:05:47.306638
123,122,view,3,2026-01-05 20:04:47.306638
401,195,view,1,2026-01-05 20:03:47.306638
767,174,view,1,2026-01-05 20:02:47.306638
294,185,view,2,2026-01-05 20:01:47.306638
280,121,add_to_cart,5,2026-01-05 20:00:47.306638
837,188,add_to_cart,3,2026-01-05 19:59:47.306638
884,121,view,4,2026-01-05 19:58:47.306638
610,191,view,2,2026-01-05 19:57:47.306638
198,128,view,3,2026-01-05 19:56:47.306638
907,112,view,5,2026-01-05 19:55:47.306638
511,181,add_to_cart,3,2026-01-05 19:54:47.306638
752,101,view,1,2026-01-05 19:53:47.306638
144,128,view,1,2026-01-05 19:52:47.306638
609,184,view,2,2026-01-05 19:51:47.306638
201,178,purchase,5,2026-01-05 19:50:47.306638
124,151,view,5,2026-01-05 19:49:47.306638
187,126,view,3,2026-01-05 19:48:47.306638
326,149,view,2,2026-01-05 19:47:47.306638
464,194,add_to_cart,5,2026-01-05 19:46:47.306638
349,178,purchase,1,2026-01-05 19:45:47.306638
771,122,view,3,2026-01-05 19:44:47.306638
660,187,purchase,4,2026-01-05 19:43:47.306638
764,143,purchase,1,2026-01-05 19:42:47.306638
403,176,purchase,2,2026-01-05 19:41:47.306638
346,121,add_to_cart,5,2026-01-05 19:40:47.306638
511,142,add_to_cart,1,2026-01-05 19:39:47.306638
147,136,view,4,2026-01-05 19:38:47.306638
148,160,add_to_cart,4,2026-01-05 19:37:47.306638
864,196,view,2,2026-01-05 19:36:47.306638
711,155,add_to_cart,1,2026-01-05 19:35:47.306638
820,102,view,3,2026-01-05 19:34:47.306638
489,162,add_to_cart,1,2026-01-05 19:33:47.306638
640,118,add_to_cart,4,2026-01-05 19:32:47.306638
551,122,view,2,2026-01-05 19:31:47.306638
338,128,add_to_cart,2,2026-01-05 19:30:47.306638
872,129,view,3,2026-01-05 19:29:47.306638
641,138,add_to_cart,2,2026-01-05 19:28:47.306638
779,124,view,2,2026-01-05 19:27:47.306638
473,200,view,2,2026-01-05 19:26:47.306638
151,107,purchase,2,2026-01-05 19:25:47.306638
415,157,view,2,2026-01-05 19:24:47.306638
298,115,add_to_cart,4,2026-01-05 19:23:47.306638
611,171,view,1,2026-01-05 19:22:47.306638
263,100,view,5,2026-01-05 19:21:47.306638
764,104,view,2,2026-01-05 19:20:47.306638
144,102,view,5,2026-01-05 19:19:47.306638
346,164,view,5,2026-01-05 19:18:47.306638
624,103,view,4,2026-01-05 19:17:47.306638
572,198,view,2,2026-01-05 19:16:47.306638
881,195,view,5,2026-01-05 19:15:47.306638
2,163,purchase,2,2026-01-05 19:14:47.306638
897,197,purchase,3,2026-01-05 19:13:47.306638
304,188,view,3,2026-01-05 19:12:47.306638
254,109,add_to_cart,3,2026-01-05 19:11:47.306638
652,120,view,5,2026-01-05 19:10:47.306638
453,145,add_to_cart,3,2026-01-05 19:09:47.306638
37,190,add_to_cart,4,2026-01-05 19:08:47.306638
160,126,purchase,4,2026-01-05 19:07:47.306638
9,165,view,5,2026-01-05 19:06:47.306638
233,140,add_to_cart,2,2026-01-05 19:05:47.306638
99,112,view,1,2026-01-05 19:04:47.306638
659,108,purchase,2,2026-01-05 19:03:47.306638
816,135,view,2,2026-01-05 19:02:47.306638
208,185,add_to_cart,2,2026-01-05 19:01:47.306638
131,189,add_to_cart,2,2026-01-05 19:00:47.306638
404,157,add_to_cart,1,2026-01-05 18:59:47.306638
152,153,view,3,2026-01-05 18:58:47.306638
54,111,purchase,2,2026-01-05 18:57:47.306638
120,180,view,4,2026-01-05 18:56:47.306638
673,177,add_to_cart,5,2026-01-05 18:55:47.306638
920,113,view,5,2026-01-05 18:54:47.306638
628,133,view,4,2026-01-05 18:53:47.306638
587,152,view,2,2026-01-05 18:52:47.306638
625,119,view,1,2026-01-05 18:51:47.306638
420,174,view,3,2026-01-05 18:50:47.306638
422,115,view,5,2026-01-05 18:49:47.306638
104,194,view,3,2026-01-05 18:48:47.306638
852,169,add_to_cart,1,2026-01-05 18:47:47.306638
254,155,purchase,5,2026-01-05 18:46:47.306638
227,182,view,3,2026-01-05 18:45:47.306638
112,200,view,1,2026-01-05 18:44:47.306638
510,157,view,3,2026-01-05 18:43:47.306638
473,103,view,2,2026-01-05 18:42:47.306638
99,103,add_to_cart,1,2026-01-05 18:41:47.306638
153,119,add_to_cart,3,2026-01-05 18:40:47.306638
861,109,view,2,2026-01-05 18:39:47.306638
914,123,view,2,2026-01-05 18:38:47.306638
896,198,view,1,2026-01-05 18:37:47.306638
878,125,add_to_cart,4,2026-01-05 18:36:47.306638
338,136,purchase,5,2026-01-05 18:35:47.306638
706,184,view,1,2026-01-05 18:34:47.306638
822,153,view,2,2026-01-05 18:33:47.306638
163,120,purchase,2,2026-01-05 18:32:47.306638
720,173,purchase,1,2026-01-05 18:31:47.306638
681,137,view,4,2026-01-05 18:30:47.306638
161,145,view,5,2026-01-05 18:29:47.306638
580,103,view,3,2026-01-05 18:28:47.306638
801,159,view,1,2026-01-05 18:27:47.306638
398,156,view,5,2026-01-05 18:26:47.306638
277,144,view,5,2026-01-05 18:25:47.306638
816,119,view,2,2026-01-05 18:24:47.306638
916,116,view,3,2026-01-05 18:23:47.306638
504,170,add_to_cart,1,2026-01-05 18:22:47.306638
896,103,view,2,2026-01-05 18:21:47.306638
392,192,view,2,2026-01-05 18:20:47.306638
135,113,view,4,2026-01-05 18:19:47.306638
195,102,view,5,2026-01-05 18:18:47.306638
401,187,purchase,1,2026-01-05 18:17:47.306638
640,200,view,1,2026-01-05 18:16:47.306638
33,179,view,1,2026-01-05 18:15:47.306638
688,157,add_to_cart,2,2026-01-05 18:14:47.306638
460,154,view,4,2026-01-05 18:13:47.306638
883,103,purchase,3,2026-01-05 18:12:47.306638
470,123,view,2,2026-01-05 18:11:47.306638
375,133,view,3,2026-01-05 18:10:47.306638
22,129,view,4,2026-01-05 18:09:47.306638
750,181,view,5,2026-01-05 18:08:47.306638
670,118,add_to_cart,1,2026-01-05 18:07:47.306638
38,130,add_to_cart,3,2026-01-05 18:06:47.306638
230,159,view,2,2026-01-05 18:05:47.306638
365,159,view,3,2026-01-05 18:04:47.306638
563,118,add_to_cart,5,2026-01-05 18:03:47.306638
438,148,purchase,1,2026-01-05 18:02:47.306638
776,162,view,3,2026-01-05 18:01:47.306638
283,182,view,5,2026-01-05 18:00:47.306638
27,121,view,2,2026-01-05 17:59:47.306638
226,123,purchase,4,2026-01-05 17:58:47.306638
277,175,view,2,2026-01-05 17:57:47.306638
798,129,view,1,2026-01-05 17:56:47.306638
609,157,add_to_cart,2,2026-01-05 17:55:47.306638
284,130,view,2,2026-01-05 17:54:47.306638
879,199,view,2,2026-01-05 17:53:47.306638
481,163,view,2,2026-01-05 17:52:47.306638
453,118,view,1,2026-01-05 17:51:47.306638
829,147,view,5,2026-01-05 17:50:47.306638
816,144,view,3,2026-01-05 17:49:47.306638
659,199,view,4,2026-01-05 17:48:47.306638
516,193,view,3,2026-01-05 17:47:47.306638
547,154,add_to_cart,3,2026-01-05 17:46:47.306638
192,154,add_to_cart,4,2026-01-05 17:45:47.306638
49,196,view,1,2026-01-05 17:44:47.306638
512,117,view,4,2026-01-05 17:43:47.306638
17,162,view,1,2026-01-05 17:42:47.306638
172,191,view,3,2026-01-05 17:41:47.306638
220,146,view,1,2026-01-05 17:40:47.306638
158,174,add_to_cart,5,2026-01-05 17:39:47.306638
477,156,view,4,2026-01-05 17:38:47.306638
46,144,view,5,2026-01-05 17:37:47.306638
373,132,view,3,2026-01-05 17:36:47.306638
518,116,add_to_cart,4,2026-01-05 17:35:47.306638
99,169,view,3,2026-01-05 17:34:47.306638
892,103,add_to_cart,5,2026-01-05 17:33:47.306638
745,119,view,3,2026-01-05 17:32:47.306638
37,146,purchase,4,2026-01-05 17:31:47.306638
280,190,purchase,4,2026-01-05 17:30:47.306638
349,114,view,3,2026-01-05 17:29:47.306638
497,169,view,4,2026-01-05 17:28:47.306638
302,146,view,4,2026-01-05 17:27:47.306638
181,177,view,3,2026-01-05 17:26:47.306638
607,174,add_to_cart,5,2026-01-05 17:25:47.306638
99,108,add_to_cart,4,2026-01-05 17:24:47.306638
700,189,add_to_cart,4,2026-01-05 17:23:47.306638
116,115,add_to_cart,4,2026-01-05 17:22:47.306638
191,168,view,4,2026-01-05 17:21:47.306638
253,160,view,3,2026-01-05 17:20:47.306638
161,109,add_to_cart,5,2026-01-05 17:19:47.306638
256,149,view,5,2026-01-05 17:18:47.306638
323,102,add_to_cart,1,2026-01-05 17:17:47.306638
128,176,view,4,2026-01-05 17:16:47.306638
18,193,view,4,2026-01-05 17:15:47.306638
793,169,purchase,1,2026-01-05 17:14:47.306638
735,180,view,5,2026-01-05 17:13:47.306638
566,150,purchase,2,2026-01-05 17:12:47.306638
570,118,purchase,2,2026-01-05 17:11:47.306638
323,141,add_to_cart,5,2026-01-05 17:10:47.306638
872,134,add_to_cart,4,2026-01-05 17:09:47.306638
686,145,view,2,2026-01-05 17:08:47.306638
792,125,purchase,3,2026-01-05 17:07:47.306638
626,168,view,3,2026-01-05 17:06:47.306638
288,192,view,1,2026-01-05 17:05:47.306638
854,163,add_to_cart,5,2026-01-05 17:04:47.306638
663,136,view,5,2026-01-05 17:03:47.306638
639,183,view,2,2026-01-05 17:02:47.306638
155,148,view,4,2026-01-05 17:01:47.306638
490,120,view,5,2026-01-05 17:00:47.306638
386,173,purchase,2,2026-01-05 16:59:47.306638
785,163,view,2,2026-01-05 16:58:47.306638
104,104,purchase,5,2026-01-05 16:57:47.306638
393,199,add_to_cart,2,2026-01-05 16:56:47.306638
811,169,add_to_cart,1,2026-01-05 16:55:47.306638
246,189,view,1,2026-01-05 16:54:47.306638
176,103,add_to_cart,5,2026-01-05 16:53:47.306638
39,138,view,4,2026-01-05 16:52:47.306638
477,134,add_to_cart,1,2026-01-05 16:51:47.306638
682,100,view,1,2026-01-05 16:50:47.306638
759,123,purchase,5,2026-01-05 16:49:47.306638
538,156,purchase,3,2026-01-05 16:48:47.306638
867,199,view,2,2026-01-05 16:47:47.306638
818,169,view,1,2026-01-05 16:46:47.306638
921,140,add_to_cart,3,2026-01-05 16:45:47.306638
408,153,view,4,2026-01-05 16:44:47.306638
525,145,purchase,3,2026-01-05 16:43:47.306638
828,159,view,5,2026-01-05 16:42:47.306638
506,159,view,4,2026-01-05 16:41:47.306638
903,156,purchase,4,2026-01-05 16:40:47.306638
825,130,add_to_cart,3,2026-01-05 16:39:47.306638
36,183,add_to_cart,5,2026-01-05 16:38:47.306638
685,123,view,1,2026-01-05 16:37:47.306638
20,188,add_to_cart,3,2026-01-05 16:36:47.306638
321,135,view,1,2026-01-05 16:35:47.306638
776,184,add_to_cart,3,2026-01-05 16:34:47.306638
512,129,add_to_cart,1,2026-01-05 16:33:47.306638
400,123,view,3,2026-01-05 16:32:47.306638
654,129,view,4,2026-01-05 16:31:47.306638
883,185,view,2,2026-01-05 16:30:47.306638
471,191,add_to_cart,4,2026-01-05 16:29:47.306638
143,106,view,1,2026-01-05 16:28:47.306638
92,134,add_to_cart,5,2026-01-05 16:27:47.306638
354,154,view,4,2026-01-05 16:26:47.306638
834,191,add_to_cart,2,2026-01-05 16:25:47.306638
800,113,add_to_cart,1,2026-01-05 16:24:47.306638
727,109,view,4,2026-01-05 16:23:47.306638
854,179,view,3,2026-01-05 16:22:47.306638
51,115,view,5,2026-01-05 16:21:47.306638
665,153,add_to_cart,1,2026-01-05 16:20:47.306638
698,194,add_to_cart,4,2026-01-05 16:19:47.306638
575,188,view,1,2026-01-05 16:18:47.306638
190,176,add_to_cart,3,2026-01-05 16:17:47.306638
125,169,view,2,2026-01-05 16:16:47.306638
150,143,view,4,2026-01-05 16:15:47.306638
314,172,purchase,1,2026-01-05 16:14:47.306638
570,144,view,1,2026-01-05 16:13:47.306638
342,199,view,1,2026-01-05 16:12:47.306638
305,155,view,2,2026-01-05 16:11:47.306638
692,183,view,1,2026-01-05 16:10:47.306638
682,181,view,5,2026-01-05 16:09:47.306638
838,156,view,5,2026-01-05 16:08:47.306638
783,120,add_to_cart,1,2026-01-05 16:07:47.306638
54,167,view,5,2026-01-05 16:06:47.306638
444,149,view,4,2026-01-05 16:05:47.306638
613,132,view,5,2026-01-05 16:04:47.306638
264,190,view,1,2026-01-05 16:03:47.306638
53,106,add_to_cart,3,2026-01-05 16:02:47.306638
572,169,purchase,4,2026-01-05 16:01:47.306638
620,114,view,2,2026-01-05 16:00:47.306638
5,181,purchase,1,2026-01-05 15:59:47.306638
103,131,view,2,2026-01-05 15:58:47.306638
196,174,view,3,2026-01-05 15:57:47.306638
774,119,view,2,2026-01-05 15:56:47.306638
877,187,view,1,2026-01-05 15:55:47.306638
884,114,view,1,2026-01-05 15:54:47.306638
350,147,add_to_cart,3,2026-01-05 15:53:47.306638
47,170,view,1,2026-01-05 15:52:47.306638
867,120,purchase,3,2026-01-05 15:51:47.306638
823,141,view,3,2026-01-05 15:50:47.306638
820,125,view,1,2026-01-05 15:49:47.306638
656,113,add_to_cart,5,2026-01-05 15:48:47.306638
269,156,view,3,2026-01-05 15:47:47.306638
370,136,view,1,2026-01-05 15:46:47.306638
636,157,add_to_cart,5,2026-01-05 15:45:47.306638
